numero_report,inizio_range,fine_range,data_report,regione,nuovi_casi_settimanali,trend_casi,trend_focolai,rt_puntuale,rt_range_inizio,rt_range_fine,trasmissione_non_gestibile,valutazione_probabilità,valutazione_impatto,compatibilità_rt,classificazione_rischio,classificazione_alta_tre_settimane
0,2020/5/4,2020/5/10,2020/5/16,Abruzzo,,-,,0.45,0.26,0.71,,bassa,livello 2,,,
0,2020/5/4,2020/5/10,2020/5/16,Basilicata,,-,,0.27,0.05,0.47,,bassa,livello 2,,,
0,2020/5/4,2020/5/10,2020/5/16,Calabria,,-,,0.34,0.14,0.65,,bassa,livello 2,,,
0,2020/5/4,2020/5/10,2020/5/16,Campania,,-,,0.58,0.36,0.81,,bassa,livello 2,,,
0,2020/5/4,2020/5/10,2020/5/16,Emilia-Romagna,,-,,0.6,0.52,0.65,,bassa,livello 2,,,
0,2020/5/4,2020/5/10,2020/5/16,Friulia Venezia Giulia,,-,,0.86,0.62,1.13,,bassa,livello 2,,,
0,2020/5/4,2020/5/10,2020/5/16,Lazio,,-,,0.74,0.59,0.93,,bassa,livello 2,,,
0,2020/5/4,2020/5/10,2020/5/16,Liguria,,-,,0.48,0.37,0.61,,bassa,livello 2,,,
0,2020/5/4,2020/5/10,2020/5/16,Lombardia,,-,,0.62,0.59,0.64,,moderata,livello 3,,,
0,2020/5/4,2020/5/10,2020/5/16,Marche,,-,,0.55,0.33,0.88,,bassa,livello 2,,,
0,2020/5/4,2020/5/10,2020/5/16,Molise,,+,,0.34,0..08,0.72,,moderata,livello 3,,,
0,2020/5/4,2020/5/10,2020/5/16,Piemonte,,-,,0.58,0.52,0.64,,bassa,livello 2,,,
0,2020/5/4,2020/5/10,2020/5/16,Provincia Autonoma Bolzano / Bozen,,-,,0.56,0.34,0.84,,bassa,livello 2,,,
0,2020/5/4,2020/5/10,2020/5/16,Provincia Autonoma Trento,,+,,0.75,0.51,1.03,,bassa,livello 2,,,
0,2020/5/4,2020/5/10,2020/5/16,Puglia,,-,,0.72,0.53,0.95,,bassa,livello 2,,,
0,2020/5/4,2020/5/10,2020/5/16,Sardegna,,-,,0.24,0.1,0.47,,bassa,livello 2,,,
0,2020/5/4,2020/5/10,2020/5/16,Sicilia,,-,,0.54,0.32,0.84,,bassa,livello 2,,,
0,2020/5/4,2020/5/10,2020/5/16,Toscana,,-,,0.39,0.3,0.5,,bassa,livello 2,,,
0,2020/5/4,2020/5/10,2020/5/16,Umbria,,+,,1.23,0.65,1.79,,umbria,livello 3,,,
0,2020/5/4,2020/5/10,2020/5/16,Valle d'Aosta,,-,,0.38,0.16,0.72,,bassa,livello 2,,,
0,2020/5/4,2020/5/10,2020/5/16,Veneto,,-,,0.41,0.31,0.53,,bassa,livello 2,,,
1,2020/5/11,2020/5/17,2020/5/21,Abruzzo,,-,,0.86,0.56,1.25,,bassa,livello 2,,,
1,2020/5/11,2020/5/17,2020/5/21,Basilicata,,-,,0.63,0.31,1,,bassa,livello 2,,,
1,2020/5/11,2020/5/17,2020/5/21,Calabria,,-,,0.17,0.03,0.45,,bassa,livello 2,,,
1,2020/5/11,2020/5/17,2020/5/21,Campania,,,,0.45,0.23,0.74,,bassa,livello 2,,,
1,2020/5/11,2020/5/17,2020/5/21,Emilia-Romagna,,-,,0.49,0.4,0.57,,bassa,livello 2,,,
1,2020/5/11,2020/5/17,2020/5/21,Friulia Venezia Giulia,,-,,0.63,0.41,0.9,,bassa,livello 2,,,
1,2020/5/11,2020/5/17,2020/5/21,Lazio,,-,,0.71,0.53,0.93,,bassa,livello 2,,,
1,2020/5/11,2020/5/17,2020/5/21,Liguria,,-,,0.52,0.38,0.66,,bassa,livello 2,,,
1,2020/5/11,2020/5/17,2020/5/21,Lombardia,,-,,0.51,0.47,0.55,,bassa,livello 2,,,
1,2020/5/11,2020/5/17,2020/5/21,Marche,,-,,0.48,0.3,0.72,,bassa,livello 2,,,
1,2020/5/11,2020/5/17,2020/5/21,Molise,,-,,0.51,0.18,0.92,,bassa,livello 2,,,
1,2020/5/11,2020/5/17,2020/5/21,Piemonte,,-,,0.39,0.33,0.44,,bassa,livello 2,,,
1,2020/5/11,2020/5/17,2020/5/21,Provincia Autonoma Bolzano / Bozen,,-,,0.45,0.2,0.76,,bassa,livello 2,,,
1,2020/5/11,2020/5/17,2020/5/21,Provincia Autonoma Trento,,-,,0.77,0.49,1.09,,bassa,livello 2,,,
1,2020/5/11,2020/5/17,2020/5/21,Puglia,,-,,0.56,0.39,0.75,,bassa,livello 2,,,
1,2020/5/11,2020/5/17,2020/5/21,Sardegna,,-,,0.27,0.06,0.61,,bassa,livello 2,,,
1,2020/5/11,2020/5/17,2020/5/21,Sicilia,,-,,0.69,0.37,1.08,,bassa,livello 2,,,
1,2020/5/11,2020/5/17,2020/5/21,Toscana,,-,,0.59,0.47,0.73,,bassa,livello 2,,,
1,2020/5/11,2020/5/17,2020/5/21,Umbria,,-,,0.53,0.12,0.93,,bassa,livello 2,,,
1,2020/5/11,2020/5/17,2020/5/21,Valle d'Aosta,,-,,1.06,0.43,1.76,,bassa/moderata,livello 2,,,
1,2020/5/11,2020/5/17,2020/5/21,Veneto,,-,,0.56,0.4,0.73,,bassa,livello 2,,,
2,2020/5/18,2020/5/24,2020/5/26,Abruzzo,36,,,0.67,0.46,0.91,,,,,,
2,2020/5/18,2020/5/24,2020/5/26,Basilicata,8,,,0,0,0,,,,,,
2,2020/5/18,2020/5/24,2020/5/26,Calabria,2,,,0.13,0.01,0.35,,,,,,
2,2020/5/18,2020/5/24,2020/5/26,Campania,57,,,,,,,,,,,
2,2020/5/18,2020/5/24,2020/5/26,Emilia-Romagna,282,,,0.55,0.49,0.62,,,,,,
2,2020/5/18,2020/5/24,2020/5/26,Friulia Venezia Giulia,28,,,0.9,0.67,1.16,,,,,,
2,2020/5/18,2020/5/24,2020/5/26,Lazio,94,,,0.74,0.57,0.92,,,,,,
2,2020/5/18,2020/5/24,2020/5/26,Liguria,95,,,0.58,0.51,0.66,,,,,,
2,2020/5/18,2020/5/24,2020/5/26,Lombardia,1678,,,0.75,0.72,0.84,,,,,,
2,2020/5/18,2020/5/24,2020/5/26,Marche,46,,,0.55,0.35,0.82,,,,,,
2,2020/5/18,2020/5/24,2020/5/26,Molise,8,,,2.2,1.5,3.33,,,,,,
2,2020/5/18,2020/5/24,2020/5/26,Piemonte,543,,,0.5,0.46,0.55,,,,,,
2,2020/5/18,2020/5/24,2020/5/26,Provincia Autonoma Bolzano / Bozen,8,,,0.57,0.37,0.83,,,,,,
2,2020/5/18,2020/5/24,2020/5/26,Provincia Autonoma Trento,68,,,0.88,0.68,1.09,,,,,,
2,2020/5/18,2020/5/24,2020/5/26,Puglia,76,,,0.62,0.45,0.82,,,,,,
2,2020/5/18,2020/5/24,2020/5/26,Sardegna,6,,,0.51,0.22,0.82,,,,,,
2,2020/5/18,2020/5/24,2020/5/26,Sicilia,22,,,0.75,0.44,1.19,,,,,,
2,2020/5/18,2020/5/24,2020/5/26,Toscana,98,,,0.59,0.47,0.73,,,,,,
2,2020/5/18,2020/5/24,2020/5/26,Umbria,4,,,0.94,0.57,1.41,,,,,,
2,2020/5/18,2020/5/24,2020/5/26,Valle d'Aosta,8,,,0.8,0.43,1.1,,,,,,
2,2020/5/18,2020/5/24,2020/5/26,Veneto,80,,,0.65,0.49,0.83,,,,,,
3,2020/5/25,2020/5/25,2020/6/3,Abruzzo,18,,,0.76,0.33,1.37,,,,,,
3,2020/5/25,2020/5/25,2020/6/3,Basilicata,2,,,0,0,0,,,,,,
3,2020/5/25,2020/5/25,2020/6/3,Calabria,1,,,0.37,0,0.9,,,,,,
3,2020/5/25,2020/5/25,2020/6/3,Campania,39,,,0.58,0.01,1.79,,,,,,
3,2020/5/25,2020/5/25,2020/6/3,Emilia-Romagna,215,,,0.58,0.39,0.77,,,,,,
3,2020/5/25,2020/5/25,2020/6/3,Friulia Venezia Giulia,31,,,0.76,0.38,1.28,,,,,,
3,2020/5/25,2020/5/25,2020/6/3,Lazio,66,,,0.75,0.43,1.21,,,,,,
3,2020/5/25,2020/5/25,2020/6/3,Liguria,75,,,0.48,0.26,0.72,,,,,,
3,2020/5/25,2020/5/25,2020/6/3,Lombardia,1549,,,0.91,0.78,1.09,,,,,,
3,2020/5/25,2020/5/25,2020/6/3,Marche,15,,,0.86,0.29,1.79,,,,,,
3,2020/5/25,2020/5/25,2020/6/3,Molise,4,,,0.59,0,2.14,,,,,,
3,2020/5/25,2020/5/25,2020/6/3,Piemonte,399,,,0.58,0.44,0.71,,,,,,
3,2020/5/25,2020/5/25,2020/6/3,Provincia Autonoma Bolzano / Bozen,5,,,0.86,0.17,2.05,,,,,,
3,2020/5/25,2020/5/25,2020/6/3,Provincia Autonoma Trento,34,,,0.86,0.55,1.22,,,,,,
3,2020/5/25,2020/5/25,2020/6/3,Puglia,35,,,0.78,0.32,1.79,,,,,,
3,2020/5/25,2020/5/25,2020/6/3,Sardegna,3,,,0.14,0,0.47,,,,,,
3,2020/5/25,2020/5/25,2020/6/3,Sicilia,29,,,0.55,0.07,1.46,,,,,,
3,2020/5/25,2020/5/25,2020/6/3,Toscana,42,,,0.72,0.43,1.23,,,,,,
3,2020/5/25,2020/5/25,2020/6/3,Umbria,1,,,0.65,0,1.73,,,,,,
3,2020/5/25,2020/5/25,2020/6/3,Valle d'Aosta,6,,,0.47,0.02,1.75,,,,,,
3,2020/5/25,2020/5/25,2020/6/3,Veneto,55,,,0.61,0.35,1.06,,,,,,
4,2020/6/1,2020/6/7,2020/6/9,Abruzzo,15,,,0.7,0.23,1.34,,,,,,
4,2020/6/1,2020/6/7,2020/6/9,Basilicata,0,,,0,0,0,,,,,,
4,2020/6/1,2020/6/7,2020/6/9,Calabria,0,,,0.09,0,0.36,,,,,,
4,2020/6/1,2020/6/7,2020/6/9,Campania,18,,,0.28,0.01,0.9,,,,,,
4,2020/6/1,2020/6/7,2020/6/9,Emilia-Romagna,94,,,0.55,0.31,0.75,,,,,,
4,2020/6/1,2020/6/7,2020/6/9,Friulia Venezia Giulia,11,,,0.67,0.32,1.19,,,,,,
4,2020/6/1,2020/6/7,2020/6/9,Lazio,64,,,0.93,0.57,1.5,,,,,,
4,2020/6/1,2020/6/7,2020/6/9,Liguria,45,,,0.53,0.26,1.37,,,,,,
4,2020/6/1,2020/6/7,2020/6/9,Lombardia,979,,,0.9,0.75,1.02,,,,,,
4,2020/6/1,2020/6/7,2020/6/9,Marche,16,,,0.76,0.22,1.49,,,,,,
4,2020/6/1,2020/6/7,2020/6/9,Molise,2,,,0.48,0.13,0.98,,,,,,
4,2020/6/1,2020/6/7,2020/6/9,Piemonte,176,,,0.54,0.36,0.71,,,,,,
4,2020/6/1,2020/6/7,2020/6/9,Provincia Autonoma Bolzano / Bozen,5,,,0.84,0.03,1.99,,,,,,
4,2020/6/1,2020/6/7,2020/6/9,Provincia Autonoma Trento,9,,,0.65,0.16,1.19,,,,,,
4,2020/6/1,2020/6/7,2020/6/9,Puglia,17,,,0.94,0.34,1.84,,,,,,
4,2020/6/1,2020/6/7,2020/6/9,Sardegna,4,,,0.1,0,0.4,,,,,,
4,2020/6/1,2020/6/7,2020/6/9,Sicilia,13,,,0.59,0.19,1.26,,,,,,
4,2020/6/1,2020/6/7,2020/6/9,Toscana,36,,,0.68,0.31,1.09,,,,,,
4,2020/6/1,2020/6/7,2020/6/9,Umbria,1,,,0.3,0,1.63,,,,,,
4,2020/6/1,2020/6/7,2020/6/9,Valle d'Aosta,3,,,0.49,0.02,1.4,,,,,,
4,2020/6/1,2020/6/7,2020/6/9,Veneto,29,,,0.59,0.22,0.98,,,,,,
5,2020/6/8,2020/6/14,2020/6/16,Abruzzo,14,,,0.57,0.01,1.16,,,,,,
5,2020/6/8,2020/6/14,2020/6/16,Basilicata,2,,,0.1,0,0.99,,,,,,
5,2020/6/8,2020/6/14,2020/6/16,Calabria,3,,,0.04,0,0.3,,,,,,
5,2020/6/8,2020/6/14,2020/6/16,Campania,15,,,0.46,0.02,1.01,,,,,,
5,2020/6/8,2020/6/14,2020/6/16,Emilia-Romagna,132,,,0.62,0.32,1.52,,,,,,
5,2020/6/8,2020/6/14,2020/6/16,Friulia Venezia Giulia,12,,,0.57,0.07,1.16,,,,,,
5,2020/6/8,2020/6/14,2020/6/16,Lazio,118,,,1.12,0.64,1.66,,,,,,
5,2020/6/8,2020/6/14,2020/6/16,Liguria,29,,,0.8,0.45,1.37,,,,,,
5,2020/6/8,2020/6/14,2020/6/16,Lombardia,1209,,,0.82,0.64,0.95,,,,,,
5,2020/6/8,2020/6/14,2020/6/16,Marche,10,,,0.59,0.24,1.03,,,,,,
5,2020/6/8,2020/6/14,2020/6/16,Molise,1,,,0.35,0,0.93,,,,,,
5,2020/6/8,2020/6/14,2020/6/16,Piemonte,167,,,0.56,0.38,0.97,,,,,,
5,2020/6/8,2020/6/14,2020/6/16,Provincia Autonoma Bolzano / Bozen,9,,,0.21,0,0.76,,,,,,
5,2020/6/8,2020/6/14,2020/6/16,Provincia Autonoma Trento,11,,,0.32,0.01,0.93,,,,,,
5,2020/6/8,2020/6/14,2020/6/16,Puglia,4,,,0.62,0,1.74,,,,,,
5,2020/6/8,2020/6/14,2020/6/16,Sardegna,3,,,0.03,0,0.4,,,,,,
5,2020/6/8,2020/6/14,2020/6/16,Sicilia,10,,,0.72,0.15,1.57,,,,,,
5,2020/6/8,2020/6/14,2020/6/16,Toscana,49,,,0.74,0.29,1.63,,,,,,
5,2020/6/8,2020/6/14,2020/6/16,Umbria,4,,,0,0,0,,,,,,
5,2020/6/8,2020/6/14,2020/6/16,Valle d'Aosta,1,,,0.45,0,1.4,,,,,,
5,2020/6/8,2020/6/14,2020/6/16,Veneto,36,,,0.69,0.25,1.85,,,,,,
6,2020/6/15,2020/6/21,2020/6/23,Abruzzo,7,,,0.42,0.02,1.52,,,,,,
6,2020/6/15,2020/6/21,2020/6/23,Basilicata,0,,,0.26,0,0.99,,,,,,
6,2020/6/15,2020/6/21,2020/6/23,Calabria,14,,,0.43,0,1.22,,,,,,
6,2020/6/15,2020/6/21,2020/6/23,Campania,20,,,0.21,0.01,0.63,,,,,,
6,2020/6/15,2020/6/21,2020/6/23,Emilia-Romagna,142,,,1.01,0.43,1.96,,,,,,
6,2020/6/15,2020/6/21,2020/6/23,Friulia Venezia Giulia,9,,,0.69,0.07,1.71,,,,,,
6,2020/6/15,2020/6/21,2020/6/23,Lazio,40,,,1.24,0.76,1.89,,,,,,
6,2020/6/15,2020/6/21,2020/6/23,Liguria,50,,,0.76,0.44,1.15,,,,,,
6,2020/6/15,2020/6/21,2020/6/23,Lombardia,882,,,1.01,0.71,1.37,,,,,,
6,2020/6/15,2020/6/21,2020/6/23,Marche,11,,,0.86,0.24,1.59,,,,,,
6,2020/6/15,2020/6/21,2020/6/23,Molise,5,,,0.09,0,0.59,,,,,,
6,2020/6/15,2020/6/21,2020/6/23,Piemonte,163,,,0.69,0.45,1.1,,,,,,
6,2020/6/15,2020/6/21,2020/6/23,Provincia Autonoma Bolzano / Bozen,19,,,0.4,0,1.16,,,,,,
6,2020/6/15,2020/6/21,2020/6/23,Provincia Autonoma Trento,16,,,0.13,0,0.41,,,,,,
6,2020/6/15,2020/6/21,2020/6/23,Puglia,9,,,0.36,0,1.48,,,,,,
6,2020/6/15,2020/6/21,2020/6/23,Sardegna,4,,,0.27,0,1.08,,,,,,
6,2020/6/15,2020/6/21,2020/6/23,Sicilia,11,,,0.83,0.17,2.11,,,,,,
6,2020/6/15,2020/6/21,2020/6/23,Toscana,25,,,0.96,0.39,1.87,,,,,,
6,2020/6/15,2020/6/21,2020/6/23,Umbria,2,,,0,0,0,,,,,,
6,2020/6/15,2020/6/21,2020/6/23,Valle d'Aosta,1,,,0.18,0,0.65,,,,,,
6,2020/6/15,2020/6/21,2020/6/23,Veneto,23,,,0.81,0.25,1.87,,,,,,
7,2020/6/22,2020/6/28,2020/6/30,Abruzzo,5,,,0.52,0.04,1.22,,,,,,
7,2020/6/22,2020/6/28,2020/6/30,Basilicata,1,,,0.05,0,0.69,,,,,,
7,2020/6/22,2020/6/28,2020/6/30,Calabria,5,,,0.69,0.11,1.64,,,,,,
7,2020/6/22,2020/6/28,2020/6/30,Campania,54,,,0.82,0.19,1.55,,,,,,
7,2020/6/22,2020/6/28,2020/6/30,Emilia-Romagna,226,,,1.28,0.67,1.87,,,,,,
7,2020/6/22,2020/6/28,2020/6/30,Friulia Venezia Giulia,3,,,0.51,0.01,1.61,,,,,,
7,2020/6/22,2020/6/28,2020/6/30,Lazio,,,,,,,,,,,,
7,2020/6/22,2020/6/28,2020/6/30,Liguria,47,,,0.78,0.4,1.35,,,,,,
7,2020/6/22,2020/6/28,2020/6/30,Lombardia,652,,,0.89,0.54,1.228,,,,,,
7,2020/6/22,2020/6/28,2020/6/30,Marche,5,,,0.81,0.1,1.96,,,,,,
7,2020/6/22,2020/6/28,2020/6/30,Molise,1,,,0.16,0,0.67,,,,,,
7,2020/6/22,2020/6/28,2020/6/30,Piemonte,88,,,0.81,0.48,1.3,,,,,,
7,2020/6/22,2020/6/28,2020/6/30,Provincia Autonoma Bolzano / Bozen,6,,,0.58,0.03,1.4,,,,,,
7,2020/6/22,2020/6/28,2020/6/30,Provincia Autonoma Trento,10,,,0.26,0,0.96,,,,,,
7,2020/6/22,2020/6/28,2020/6/30,Puglia,4,,,0.67,0.05,1.5,,,,,,
7,2020/6/22,2020/6/28,2020/6/30,Sardegna,4,,,0.26,0,0.98,,,,,,
7,2020/6/22,2020/6/28,2020/6/30,Sicilia,11,,,0.14,0,0.69,,,,,,
7,2020/6/22,2020/6/28,2020/6/30,Toscana,34,,,0.99,0.44,1.89,,,,,,
7,2020/6/22,2020/6/28,2020/6/30,Umbria,2,,,0.08,0,0.36,,,,,,
7,2020/6/22,2020/6/28,2020/6/30,Valle d'Aosta,0,,,0,0,0,,,,,,
7,2020/6/22,2020/6/28,2020/6/30,Veneto,31,,,1.12,0.23,2.28,,,,,,
8,2020/6/29,2020/7/5,2020/7/7,Abruzzo,20,,,0.72,0.02,1.43,,,,,,
8,2020/6/29,2020/7/5,2020/7/7,Basilicata,2,,,0,0,0,,,,,,
8,2020/6/29,2020/7/5,2020/7/7,Calabria,1,,,0.38,0,1.31,,,,,,
8,2020/6/29,2020/7/5,2020/7/7,Campania,55,,,0.88,0.2,2.07,,,,,,
8,2020/6/29,2020/7/5,2020/7/7,Emilia-Romagna,186,,,1.2,0.76,1.88,,,,,,
8,2020/6/29,2020/7/5,2020/7/7,Friulia Venezia Giulia,18,,,0.64,0.04,1.73,,,,,,
8,2020/6/29,2020/7/5,2020/7/7,Lazio,85,,,1.07,0.45,2.05,,,,,,
8,2020/6/29,2020/7/5,2020/7/7,Liguria,28,,,0.82,0.37,1.41,,,,,,
8,2020/6/29,2020/7/5,2020/7/7,Lombardia,617,,,0.92,0.66,1.26,,,,,,
8,2020/6/29,2020/7/5,2020/7/7,Marche,5,,,0.87,0.07,1.79,,,,,,
8,2020/6/29,2020/7/5,2020/7/7,Molise,0,,,0.21,0,0.67,,,,,,
8,2020/6/29,2020/7/5,2020/7/7,Piemonte,85,,,1.06,0.56,1.97,,,,,,
8,2020/6/29,2020/7/5,2020/7/7,Provincia Autonoma Bolzano / Bozen,7,,,0.33,0.02,0.86,,,,,,
8,2020/6/29,2020/7/5,2020/7/7,Provincia Autonoma Trento,11,,,0.51,0.03,1.04,,,,,,
8,2020/6/29,2020/7/5,2020/7/7,Puglia,6,,,0.54,0,1.92,,,,,,
8,2020/6/29,2020/7/5,2020/7/7,Sardegna,7,,,0.19,0,0.54,,,,,,
8,2020/6/29,2020/7/5,2020/7/7,Sicilia,26,,,0.24,0,0.91,,,,,,
8,2020/6/29,2020/7/5,2020/7/7,Toscana,46,,,1.12,0.35,2.91,,,,,,
8,2020/6/29,2020/7/5,2020/7/7,Umbria,7,,,0.56,0,1.31,,,,,,
8,2020/6/29,2020/7/5,2020/7/7,Valle d'Aosta,2,,,0.06,0,0.47,,,,,,
8,2020/6/29,2020/7/5,2020/7/7,Veneto,,,,,,,,,,,,
9,2020/7/6,2020/7/12,2020/7/14,Abruzzo,20,,,0.21,0,1.16,,,,,,
9,2020/7/6,2020/7/12,2020/7/14,Basilicata,2,,,0.02,0,0.28,,,,,,
9,2020/7/6,2020/7/12,2020/7/14,Calabria,29,,,0.13,0,1.09,,,,,,
9,2020/7/6,2020/7/12,2020/7/14,Campania,32,,,0.93,0.28,2.44,,,,,,
9,2020/7/6,2020/7/12,2020/7/14,Emilia-Romagna,283,,,1.06,0.7,1.49,,,,,,
9,2020/7/6,2020/7/12,2020/7/14,Friulia Venezia Giulia,9,,,0.77,0.05,1.69,,,,,,
9,2020/7/6,2020/7/12,2020/7/14,Lazio,115,,,1.23,0.49,1.82,,,,,,
9,2020/7/6,2020/7/12,2020/7/14,Liguria,32,,,0.78,0.26,1.9,,,,,,
9,2020/7/6,2020/7/12,2020/7/14,Lombardia,549,,,1.14,0.7,1.47,,,,,,
9,2020/7/6,2020/7/12,2020/7/14,Marche,,,,,,,,,,,,
9,2020/7/6,2020/7/12,2020/7/14,Molise,1,,,0.05,0,0.56,,,,,,
9,2020/7/6,2020/7/12,2020/7/14,Piemonte,69,,,1.06,0.36,1.79,,,,,,
9,2020/7/6,2020/7/12,2020/7/14,Provincia Autonoma Bolzano / Bozen,27,,,0.14,"0 ",0.61,,,,,,
9,2020/7/6,2020/7/12,2020/7/14,Provincia Autonoma Trento,6,,,0.25,0,0.98,,,,,,
9,2020/7/6,2020/7/12,2020/7/14,Puglia,6,,,0.07,0,0.54,,,,,,
9,2020/7/6,2020/7/12,2020/7/14,Sardegna,2,,,0.32,0.03,1.11,,,,,,
9,2020/7/6,2020/7/12,2020/7/14,Sicilia,10,,,0.43,0.02,1.36,,,,,,
9,2020/7/6,2020/7/12,2020/7/14,Toscana,28,,,1.24,0.08,2.63,,,,,,
9,2020/7/6,2020/7/12,2020/7/14,Umbria,3,,,0.39,0,1.53,,,,,,
9,2020/7/6,2020/7/12,2020/7/14,Valle d'Aosta,0,,,0.19,0,0.86,,,,,,
9,2020/7/6,2020/7/12,2020/7/14,Veneto,79,,,1.61,0.79,2.71,,,,,,
10,2020/7/13,2020/7/19,2020/7/21,Abruzzo,13,,,0.5,0.02,1.57,,,,,,
10,2020/7/13,2020/7/19,2020/7/21,Basilicata,3,,,0.06,0,0.28,,,,,,
10,2020/7/13,2020/7/19,2020/7/21,Calabria,20,,,0,0,0,,,,,,
10,2020/7/13,2020/7/19,2020/7/21,Campania,54,,,0.8,0.28,1.61,,,,,,
10,2020/7/13,2020/7/19,2020/7/21,Emilia-Romagna,247,,,1.14,0.66,1.66,,,,,,
10,2020/7/13,2020/7/19,2020/7/21,Friulia Venezia Giulia,,,,,,,,,,,,
10,2020/7/13,2020/7/19,2020/7/21,Lazio,88,,,1.04,0.44,1.8,,,,,,
10,2020/7/13,2020/7/19,2020/7/21,Liguria,71,,,1.06,0.29,2.04,,,,,,
10,2020/7/13,2020/7/19,2020/7/21,Lombardia,395,,,1,0.71,1.36,,,,,,
10,2020/7/13,2020/7/19,2020/7/21,Marche,9,,,0.62,0.11,1.66,,,,,,
10,2020/7/13,2020/7/19,2020/7/21,Molise,0,,,0,0,0,,,,,,
10,2020/7/13,2020/7/19,2020/7/21,Piemonte,35,,,1.07,0.39,2.03,,,,,,
10,2020/7/13,2020/7/19,2020/7/21,Provincia Autonoma Bolzano / Bozen,11,,,0.57,0,2.52,,,,,,
10,2020/7/13,2020/7/19,2020/7/21,Provincia Autonoma Trento,9,,,0.38,0,1.82,,,,,,
10,2020/7/13,2020/7/19,2020/7/21,Puglia,16,,,0,0,0,,,,,,
10,2020/7/13,2020/7/19,2020/7/21,Sardegna,6,,,0.32,0,1.3,,,,,,
10,2020/7/13,2020/7/19,2020/7/21,Sicilia,43,,,0.88,0.04,2.27,,,,,,
10,2020/7/13,2020/7/19,2020/7/21,Toscana,46,,,0.99,0.26,2.3,,,,,,
10,2020/7/13,2020/7/19,2020/7/21,Umbria,6,,,0.3,0,1.07,,,,,,
10,2020/7/13,2020/7/19,2020/7/21,Valle d'Aosta,0,,,0.1,0,0.84,,,,,,
10,2020/7/13,2020/7/19,2020/7/21,Veneto,251,,,1.18,0.32,2.58,,,,,,
11,2020/7/20,2020/7/26,2020/7/28,Abruzzo,20,,,0.77,0.03,1.56,,,,,,
11,2020/7/20,2020/7/26,2020/7/28,Basilicata,41,,,0.04,0,0.27,,,,,,
11,2020/7/20,2020/7/26,2020/7/28,Calabria,5,,,0,0,0,,,,,,
11,2020/7/20,2020/7/26,2020/7/28,Campania,100,,,1.42,0.43,2.62,,,,,,
11,2020/7/20,2020/7/26,2020/7/28,Emilia-Romagna,312,,,1.08,0.6,1.73,,,,,,
11,2020/7/20,2020/7/26,2020/7/28,Friulia Venezia Giulia,19,,,0.41,0.02,1.51,,,,,,
11,2020/7/20,2020/7/26,2020/7/28,Lazio,113,,,1.04,0.53,1.68,,,,,,
11,2020/7/20,2020/7/26,2020/7/28,Liguria,58,,,1.25,0.5,2.08,,,,,,
11,2020/7/20,2020/7/26,2020/7/28,Lombardia,416,,,0.96,0.73,1.19,,,,,,
11,2020/7/20,2020/7/26,2020/7/28,Marche,14,,,0.87,0.14,2.2,,,,,,
11,2020/7/20,2020/7/26,2020/7/28,Molise,23,,,0,0,0,,,,,,
11,2020/7/20,2020/7/26,2020/7/28,Piemonte,73,,,0.87,0.27,1.86,,,,,,
11,2020/7/20,2020/7/26,2020/7/28,Provincia Autonoma Bolzano / Bozen,18,,,1.07,0.02,2.72,,,,,,
11,2020/7/20,2020/7/26,2020/7/28,Provincia Autonoma Trento,76,,,1.34,0,3.4,,,,,,
11,2020/7/20,2020/7/26,2020/7/28,Puglia,36,,,0.37,0,2.22,,,,,,
11,2020/7/20,2020/7/26,2020/7/28,Sardegna,8,,,0.08,0,0.41,,,,,,
11,2020/7/20,2020/7/26,2020/7/28,Sicilia,55,,,1.55,0.33,2.91,,,,,,
11,2020/7/20,2020/7/26,2020/7/28,Toscana,57,,,0.7,0.22,1.58,,,,,,
11,2020/7/20,2020/7/26,2020/7/28,Umbria,9,,,0.28,0,1.22,,,,,,
11,2020/7/20,2020/7/26,2020/7/28,Valle d'Aosta,0,,,0,0,0,,,,,,
11,2020/7/20,2020/7/26,2020/7/28,Veneto,160,,,1.66,0.73,3.1,,,,,,
12,2020/7/27,2020/8/2,2020/8/4,Abruzzo,29,,,0.82,0.22,1.73,,,,,,
12,2020/7/27,2020/8/2,2020/8/4,Basilicata,4,,,0,0,0,,,,,,
12,2020/7/27,2020/8/2,2020/8/4,Calabria,6,,,0,0,0,,,,,,
12,2020/7/27,2020/8/2,2020/8/4,Campania,67,,,1.25,0.46,2.5,,,,,,
12,2020/7/27,2020/8/2,2020/8/4,Emilia-Romagna,230,,,1.01,0.59,1.54,,,,,,
12,2020/7/27,2020/8/2,2020/8/4,Friulia Venezia Giulia,36,,,0.26,0.02,0.87,,,,,,
12,2020/7/27,2020/8/2,2020/8/4,Lazio,86,,,1.08,0.67,1.68,,,,,,
12,2020/7/27,2020/8/2,2020/8/4,Liguria,57,,,1.16,0.57,2.07,,,,,,
12,2020/7/27,2020/8/2,2020/8/4,Lombardia,376,,,1.04,0.84,1.27,,,,,,
12,2020/7/27,2020/8/2,2020/8/4,Marche,63,,,1.13,0.03,2.58,,,,,,
12,2020/7/27,2020/8/2,2020/8/4,Molise,8,,,0,0,0,,,,,,
12,2020/7/27,2020/8/2,2020/8/4,Piemonte,91,,,0.87,0.36,1.82,,,,,,
