numero_report,inizio_range,fine_range,data_report,regione,nuovi_casi_settimanali,trend_casi,trend_focolai,rt_puntuale,rt_range_inizio,rt_range_fine,trasmissione_non_gestibile,valutazione_probabilità,valutazione_impatto,compatibilità_rt,classificazione_rischio,classificazione_alta_tre_settimane
31,2020/12/7,2020/12/13,2020/12/16,Emilia-Romagna,9527,-,+,0.84,0.82,0.86,f,bassa,alta,1,moderata,f
31,2020/12/7,2020/12/13,2020/12/16,Friulia Venezia Giulia,2576,-,-,0.7,0.67,0.74,f,bassa,alta,1,moderata,f
31,2020/12/7,2020/12/13,2020/12/16,Lazio,8097,-,+,1.04,1,1.07,f,moderata,alta,2,alta,f
31,2020/12/7,2020/12/13,2020/12/16,Liguria,1827,-,-,0.73,0.68,0.78,f,bassa,alta,1,alta,f
31,2020/12/7,2020/12/13,2020/12/16,Lombardia,14771,-,-,1.02,1,1.04,f,bassa,alta,2,moderata,f
31,2020/12/7,2020/12/13,2020/12/16,Marche,1997,-,-,0.97,0.87,1.07,f,bassa,alta,1,moderata ad alto rischio di progressione a rischio alto,f
31,2020/12/7,2020/12/13,2020/12/16,Molise,343,-,-,1.16,0.94,1.42,f,bassa,bassa,1,bassa ad alta probabilità di progressione,f
31,2020/12/7,2020/12/13,2020/12/16,Piemonte,6865,-,-,0.68,0.66,0.7,f,bassa,alta,1,moderata,f
31,2020/12/7,2020/12/13,2020/12/16,Provincia Autonoma Bolzano / Bozen,1372,-,-,0.81,0.76,0.86,f,bassa,alta,1,moderata,f
31,2020/12/7,2020/12/13,2020/12/16,Provincia Autonoma Trento,1406,-,-,1.05,0.97,1.13,f,bassa,alta,1,moderata ad alto rischio di progressione a rischio alto,f
31,2020/12/7,2020/12/13,2020/12/16,Puglia,6844,-,-,0.9,0.87,0.93,f,bassa,alta,1,moderata,f
31,2020/12/7,2020/12/13,2020/12/16,Sardegna,1066,-,-,0.83,0.75,0.9,f,bassa,alta,1,moderata,f
31,2020/12/7,2020/12/13,2020/12/16,Sicilia,4083,-,+,0.72,0.69,0.75,f,bassa,bassa,1,bassa,f
31,2020/12/7,2020/12/13,2020/12/16,Toscana,3393,-,-,0.68,0.65,0.71,f,bassa,alta,1,moderata,f
31,2020/12/7,2020/12/13,2020/12/16,Umbria,1071,-,+,0.75,0.7,0.8,f,bassa,alta,1,moderata,f
31,2020/12/7,2020/12/13,2020/12/16,Valle d'Aosta,138,-,-,0.57,0.48,0.66,f,bassa,moderata,1,moderata,f
31,2020/12/7,2020/12/13,2020/12/16,Veneto,25676,+,+,1.08,1.06,1.09,f,moderata,alta,2,alta,f
32,2020/12/14,2020/12/20,2020/12/22,Abruzzo,1194,,,0.73,0.59,0.91,,,,,,
32,2020/12/14,2020/12/20,2020/12/22,Basilicata,480,,,0.77,0.51,1.23,,,,,,
32,2020/12/14,2020/12/20,2020/12/22,Calabria,1100,,,0.84,0.67,1.19,,,,,,
32,2020/12/14,2020/12/20,2020/12/22,Campania,5309,,,0.66,0.53,0.88,,,,,,
32,2020/12/14,2020/12/20,2020/12/22,Emilia-Romagna,8702,,,0.88,0.79,1.09,,,,,,
32,2020/12/14,2020/12/20,2020/12/22,Friulia Venezia Giulia,2123,,,0.8,0.67,1.12,,,,,,
32,2020/12/14,2020/12/20,2020/12/22,Lazio,8290,,,0.98,0.81,1.15,,,,,,
32,2020/12/14,2020/12/20,2020/12/22,Liguria,1837,,,0.88,0.7,1.19,,,,,,
32,2020/12/14,2020/12/20,2020/12/22,Lombardia,13837,,,0.96,0.84,1.08,,,,,,
32,2020/12/14,2020/12/20,2020/12/22,Marche,2161,,,0.93,0.67,1.25,,,,,,
32,2020/12/14,2020/12/20,2020/12/22,Molise,441,,,1.07,0.56,1.77,,,,,,
32,2020/12/14,2020/12/20,2020/12/22,Piemonte,5372,,,0.68,0.62,0.74,,,,,,
32,2020/12/14,2020/12/20,2020/12/22,Provincia Autonoma Bolzano / Bozen,960,,,0.76,0.66,0.89,,,,,,
32,2020/12/14,2020/12/20,2020/12/22,Provincia Autonoma Trento,1154,,,0.9,0.47,1.45,,,,,,
32,2020/12/14,2020/12/20,2020/12/22,Puglia,7050,,,0.97,0.84,1.06,,,,,,
32,2020/12/14,2020/12/20,2020/12/22,Sardegna,1201,,,0.82,0.67,1.01,,,,,,
32,2020/12/14,2020/12/20,2020/12/22,Sicilia,4837,,,0.8,0.71,1.01,,,,,,
32,2020/12/14,2020/12/20,2020/12/22,Toscana,3081,,,0.71,0.6,0.88,,,,,,
32,2020/12/14,2020/12/20,2020/12/22,Umbria,943,,,0.78,0.7,0.93,,,,,,
32,2020/12/14,2020/12/20,2020/12/22,Valle d'Aosta,156,,,0.68,0.48,1.05,,,,,,
32,2020/12/14,2020/12/20,2020/12/22,Veneto,24362,,,1.13,1.07,1.19,,,,,,
33,2020/12/21,2020/12/27,2020/12/29,Abruzzo,964,-,-,0.65,0.6,0.71,f,bassa,bassa,1,bassa,f
33,2020/12/21,2020/12/27,2020/12/29,Basilicata,394,-,-,1.09,0.9,1.3,f,bassa,bassa,1,bassa,f
33,2020/12/21,2020/12/27,2020/12/29,Calabria,1290,+,+,1.09,1,1.19,f,moderata,bassa,2,moderata,f
33,2020/12/21,2020/12/27,2020/12/29,Campania,4417,-,-,0.78,0.72,0.83,f,bassa,bassa,1,bassa,f
33,2020/12/21,2020/12/27,2020/12/29,Emilia-Romagna,8254,-,-,0.98,0.96,1.01,f,bassa,moderata,1,moderata ad alto rischio di progressione a rischio alto,f
33,2020/12/21,2020/12/27,2020/12/29,Friulia Venezia Giulia,1899,-,-,0.96,0.92,1.01,f,bassa,alta,1,moderata,f
33,2020/12/21,2020/12/27,2020/12/29,Lazio,7824,-,-,0.84,0.81,0.88,f,bassa,alta,1,moderata,f
33,2020/12/21,2020/12/27,2020/12/29,Liguria,1419,-,-,1.07,1.01,1.13,f,bassa,moderata,2,moderata,f
33,2020/12/21,2020/12/27,2020/12/29,Lombardia,10680,-,-,1,0.98,1.02,f,bassa,alta,1,moderata,f
33,2020/12/21,2020/12/27,2020/12/29,Marche,1940,-,-,0.99,0.88,1.09,f,bassa,bassa,1,bassa,f
33,2020/12/21,2020/12/27,2020/12/29,Molise,260,-,-,0.89,0.67,1.14,f,bassa,bassa,1,bassa ad alto rischio di progressione a moderata,f
33,2020/12/21,2020/12/27,2020/12/29,Piemonte,4215,-,-,0.71,0.68,0.73,f,bassa,alta,1,moderata,f
33,2020/12/21,2020/12/27,2020/12/29,Provincia Autonoma Bolzano / Bozen,709,-,-,0.76,0.7,0.82,f,bassa,bassa,1,bassa,f
33,2020/12/21,2020/12/27,2020/12/29,Provincia Autonoma Trento,646,-,-,0.71,0.66,0.77,f,bassa,alta,1,moderata,f
33,2020/12/21,2020/12/27,2020/12/29,Puglia,5547,-,-,1,0.97,1.03,f,bassa,alta,1,moderata,f
33,2020/12/21,2020/12/27,2020/12/29,Sardegna,1069,-,-,0.78,0.72,0.85,f,non valutabile,bassa,1,non valutabile,f
33,2020/12/21,2020/12/27,2020/12/29,Sicilia,4649,-,+,0.93,0.89,0.97,f,bassa,bassa,1,bassa,f
33,2020/12/21,2020/12/27,2020/12/29,Toscana,2444,-,-,0.79,0.76,0.83,f,bassa,bassa,1,bassa,f
33,2020/12/21,2020/12/27,2020/12/29,Umbria,766,-,+,0.8,0.73,0.86,f,bassa,bassa,1,bassa ad alto rischio di progressione a rischio alto,f
33,2020/12/21,2020/12/27,2020/12/29,Valle d'Aosta,127,-,-,0.83,0.66,1.01,f,bassa,moderata,1,moderata ad alto rischio di progressione a rischio alto,f
33,2020/12/21,2020/12/27,2020/12/29,Veneto,21802,-,-,1.07,1.06,1.09,f,bassa,alta,2,moderata ad alto rischio di progressione a rischio alto,f
34,2020/12/28,2021/1/3,2021/1/5,Abruzzo,1514,+,+,0.9,0.83,0.97,f,moderata,bassa,1,moderata,f
34,2020/12/28,2021/1/3,2021/1/5,Basilicata,623,+,+,0.83,0.67,1,f,moderata,bassa,1,moderata,f
34,2020/12/28,2021/1/3,2021/1/5,Calabria,1584,+,-,1.14,1.04,1.24,f,moderata,bassa,2,moderata ad alto rischio di progressione a rischio alto,f
34,2020/12/28,2021/1/3,2021/1/5,Campania,5596,+,+,0.83,0.76,0.89,f,moderata,bassa,1,moderata,f
34,2020/12/28,2021/1/3,2021/1/5,Emilia-Romagna,10830,+,+,1.05,1.03,1.08,f,moderata,alta,2,alta,f
34,2020/12/28,2021/1/3,2021/1/5,Friulia Venezia Giulia,2488,+,+,0.91,0.86,0.95,f,moderata,alta,1,alta,f
34,2020/12/28,2021/1/3,2021/1/5,Lazio,9422,+,+,0.98,0.94,1.02,f,moderata,alta,1,alta,f
34,2020/12/28,2021/1/3,2021/1/5,Liguria,2022,+,+,1.02,0.95,1.08,f,moderata,alta,1,alta,f
34,2020/12/28,2021/1/3,2021/1/5,Lombardia,13508,+,-,1.27,1.24,1.3,f,moderata,alta,2,alta,f
34,2020/12/28,2021/1/3,2021/1/5,Marche,3052,+,-,0.93,0.82,1.05,f,moderata,alta,1,alta,f
34,2020/12/28,2021/1/3,2021/1/5,Molise,362,+,+,1.27,0.96,1.63,f,moderata,bassa,1,moderata ad alto rischio di progressione a rischio alto,f
34,2020/12/28,2021/1/3,2021/1/5,Piemonte,5395,+,+,0.95,0.92,0.99,f,moderata,alta,1,alta,f
34,2020/12/28,2021/1/3,2021/1/5,Provincia Autonoma Bolzano / Bozen,1231,+,+,0.81,0.75,0.89,f,moderata,alta,1,alta,f
34,2020/12/28,2021/1/3,2021/1/5,Provincia Autonoma Trento,697,+,+,0.85,0.79,0.91,f,moderata,alta,1,alta,f
34,2020/12/28,2021/1/3,2021/1/5,Puglia,7161,+,+,1,0.96,1.03,f,moderata,alta,1,alta,f
34,2020/12/28,2021/1/3,2021/1/5,Sardegna,1272,-,+,1.02,0.95,1.09,f,moderata,bassa,1,moderata,f
34,2020/12/28,2021/1/3,2021/1/5,Sicilia,6634,+,+,1.04,0.99,1.08,f,moderata,bassa,1,moderata,f
34,2020/12/28,2021/1/3,2021/1/5,Toscana,2939,+,-,0.9,0.87,0.95,f,bassa,bassa,1,bassa,f
34,2020/12/28,2021/1/3,2021/1/5,Umbria,1247,+,+,1.01,0.95,1.08,f,moderata,alta,1,alta,f
34,2020/12/28,2021/1/3,2021/1/5,Valle d'Aosta,148,+,+,1.07,0.87,1.27,f,moderata,moderata,1,moderata,f
34,2020/12/28,2021/1/3,2021/1/5,Veneto,22296,+,+,0.97,0.96,0.98,f,moderata,alta,1,alta,f
35,2021/1/4,2021/1/10,2021/1/13,Abruzzo,1767,+,+,1.18,1.11,1.27,f,moderata,bassa,2,moderata ad alto rischio di progressione a rischio alto,f
35,2021/1/4,2021/1/10,2021/1/13,Basilicata,805,+,+,1.14,0.96,1.36,f,moderata,bassa,1,moderata,f
35,2021/1/4,2021/1/10,2021/1/13,Calabria,1859,+,+,1.05,0.96,1.14,f,moderata,bassa,1,alta,f
35,2021/1/4,2021/1/10,2021/1/13,Campania,7088,+,+,0.99,0.91,1.06,f,moderata,bassa,1,moderata,f
35,2021/1/4,2021/1/10,2021/1/13,Emilia-Romagna,12715,-,+,1.15,1.13,1.18,f,moderata,alta,2,alta,f
35,2021/1/4,2021/1/10,2021/1/13,Friulia Venezia Giulia,3280,+,-,0.94,0.89,0.99,f,moderata,alta,1,alta,f
35,2021/1/4,2021/1/10,2021/1/13,Lazio,10484,-,+,1.1,1.07,1.12,f,moderata,alta,2,alta,f
35,2021/1/4,2021/1/10,2021/1/13,Liguria,2327,+,+,1.15,1.1,1.21,f,moderata,moderata,2,moderata,f
35,2021/1/4,2021/1/10,2021/1/13,Lombardia,13469,-,+,1.4,1.38,1.43,f,moderata,alta,3,alta,f
35,2021/1/4,2021/1/10,2021/1/13,Marche,3228,+,+,0.97,0.87,1.09,f,moderata,alta,1,alta,f
35,2021/1/4,2021/1/10,2021/1/13,Molise,380,+,+,0.7,0.46,0.98,f,moderata,bassa,1,moderata ad alto rischio di progressione a rischio alto,f
35,2021/1/4,2021/1/10,2021/1/13,Piemonte,6869,+,+,1.14,1.1,1.18,f,moderata,alta,2,alta,f
35,2021/1/4,2021/1/10,2021/1/13,Provincia Autonoma Bolzano / Bozen,1707,+,-,1.5,1.4,1.58,f,moderata,alta,3,alta,f
35,2021/1/4,2021/1/10,2021/1/13,Provincia Autonoma Trento,624,-,-,1.01,0.95,1.09,f,moderata,moderata,1,moderata ad alto rischio di progressione a rischio alto,f
35,2021/1/4,2021/1/10,2021/1/13,Puglia,8106,+,+,1.18,1.14,1.21,f,moderata,alta,2,alta,f
35,2021/1/4,2021/1/10,2021/1/13,Sardegna,1711,-,+,0.99,0.92,1.05,f,moderata,bassa,1,moderata,f
35,2021/1/4,2021/1/10,2021/1/13,Sicilia,11217,+,+,1.19,1.14,1.25,f,moderata,bassa,2,alta,f
35,2021/1/4,2021/1/10,2021/1/13,Toscana,3161,+,+,1.01,0.96,1.07,f,moderata,bassa,1,moderata ad alto rischio di progressione a rischio alto,f
35,2021/1/4,2021/1/10,2021/1/13,Umbria,1448,+,+,1.29,1.21,1.38,f,moderata,alta,2,alta,f
35,2021/1/4,2021/1/10,2021/1/13,Valle d'Aosta,157,-,+,1.19,1.01,1.39,f,moderata,bassa,2,moderata,f
35,2021/1/4,2021/1/10,2021/1/13,Veneto,17943,-,-,0.96,0.95,0.97,f,bassa,alta,1,moderata,f
36,2021/1/11,2021/1/17,2021/1/20,Abruzzo,1475,-,-,1.05,0.99,1.12,f,bassa,bassa,1,bassa,f
36,2021/1/11,2021/1/17,2021/1/20,Basilicata,540,-,-,1.12,0.96,1.29,f,bassa,bassa,1,bassa,f
36,2021/1/11,2021/1/17,2021/1/20,Calabria,1903,-,-,1.02,0.95,1.11,f,bassa,bassa,1,bassa,f
36,2021/1/11,2021/1/17,2021/1/20,Campania,6401,-,+,0.76,0.7,0.84,f,bassa,bassa,1,bassa,f
36,2021/1/11,2021/1/17,2021/1/20,Emilia-Romagna,9051,-,+,0.97,0.95,0.99,f,bassa,bassa,1,moderata,f
36,2021/1/11,2021/1/17,2021/1/20,Friulia Venezia Giulia,2682,-,+,0.88,0.84,0.91,f,bassa,bassa,1,moderata,f
36,2021/1/11,2021/1/17,2021/1/20,Lazio,7747,-,+,0.94,0.91,0.96,f,bassa,bassa,1,moderata ad alto rischio di progressione a rischio alto,f
36,2021/1/11,2021/1/17,2021/1/20,Liguria,2014,-,-,0.99,0.94,1.04,f,bassa,bassa,1,bassa,f
36,2021/1/11,2021/1/17,2021/1/20,Lombardia,12530,-,-,0.82,0.78,0.87,f,bassa,bassa,1,moderata,f
36,2021/1/11,2021/1/17,2021/1/20,Marche,2621,-,-,0.98,0.87,1.09,f,bassa,bassa,1,moderata ad alto rischio di progressione a rischio alto,f
36,2021/1/11,2021/1/17,2021/1/20,Molise,460,+,+,1.38,0.97,1.87,f,moderata,moderata,1,moderata ad alto rischio di progressione a rischio alto,f
36,2021/1/11,2021/1/17,2021/1/20,Piemonte,5178,-,-,1.04,0.99,1.07,f,bassa,bassa,1,moderata,f
36,2021/1/11,2021/1/17,2021/1/20,Provincia Autonoma Bolzano / Bozen,1647,-,+,1.03,0.96,1.09,f,moderata,moderata,1,alta,t
36,2021/1/11,2021/1/17,2021/1/20,Provincia Autonoma Trento,710,-,+,0.9,0.84,0.96,f,bassa,bassa,1,moderata ad alto rischio di progressione a rischio alto,f
36,2021/1/11,2021/1/17,2021/1/20,Puglia,7426,-,-,1.08,1.06,1.11,f,bassa,bassa,2,moderata,f
36,2021/1/11,2021/1/17,2021/1/20,Sardegna,1281,-,+,0.95,0.9,1.01,f,moderata,moderata,1,alta,f
36,2021/1/11,2021/1/17,2021/1/20,Sicilia,9819,-,+,1.27,1.23,1.31,f,moderata,moderata,2,alta,f
36,2021/1/11,2021/1/17,2021/1/20,Toscana,2685,-,+,0.98,0.93,1.03,f,bassa,bassa,1,bassa,f
36,2021/1/11,2021/1/17,2021/1/20,Umbria,1315,-,+,1.05,0.99,1.12,f,moderata,moderata,1,alta,t
36,2021/1/11,2021/1/17,2021/1/20,Valle d'Aosta,112,-,+,1.12,0.94,1.32,f,moderata,moderata,1,moderata ad alto rischio di progressione a rischio alto,f
36,2021/1/11,2021/1/17,2021/1/20,Veneto,9881,-,-,0.81,0.79,0.82,f,bassa,bassa,1,moderata,f
37,2021/1/18,2021/1/24,2021/1/27,Abruzzo,1540,-,+,0.81,0.76,0.87,f,moderata,bassa,1,moderata,f
37,2021/1/18,2021/1/24,2021/1/27,Basilicata,392,-,-,0.91,0.76,1.07,f,bassa,bassa,1,bassa,f
37,2021/1/18,2021/1/24,2021/1/27,Calabria,1720,-,-,0.82,0.74,0.9,f,bassa,bassa,1,bassa,f
37,2021/1/18,2021/1/24,2021/1/27,Campania,6224,-,-,0.97,0.89,1.04,f,bassa,bassa,1,bassa,f
37,2021/1/18,2021/1/24,2021/1/27,Emilia-Romagna,7650,-,-,0.77,0.75,0.79,f,bassa,bassa,1,bassa,f
37,2021/1/18,2021/1/24,2021/1/27,Friulia Venezia Giulia,2954,+,-,0.68,0.64,0.7,f,bassa,alta,1,moderata,f
37,2021/1/18,2021/1/24,2021/1/27,Lazio,7771,-,-,0.73,0.71,0.75,f,bassa,alta,1,moderata,f
37,2021/1/18,2021/1/24,2021/1/27,Liguria,1796,-,-,0.87,0.81,0.91,f,bassa,alta,1,moderata,f
37,2021/1/18,2021/1/24,2021/1/27,Lombardia,11480,-,-,0.84,0.79,0.87,f,bassa,alta,1,moderata,f
37,2021/1/18,2021/1/24,2021/1/27,Marche,2487,-,-,0.88,0.78,0.99,f,bassa,alta,1,moderata,f
37,2021/1/18,2021/1/24,2021/1/27,Molise,343,-,-,1.51,1.16,1.88,f,bassa,bassa,2,bassa ad alto rischio di progressione,f
37,2021/1/18,2021/1/24,2021/1/27,Piemonte,4871,-,-,0.82,0.79,0.85,f,bassa,bassa,1,bassa,f
37,2021/1/18,2021/1/24,2021/1/27,Provincia Autonoma Bolzano / Bozen,3104,+,+,0.8,0.74,0.85,f,moderata,bassa,1,moderata ad alto rischio di progressione a rischio alto,f
37,2021/1/18,2021/1/24,2021/1/27,Provincia Autonoma Trento,1100,-,-,0.56,0.51,0.61,f,bassa,moderata,1,moderata,f
37,2021/1/18,2021/1/24,2021/1/27,Puglia,6528,-,-,0.9,0.88,0.93,f,bassa,alta,1,moderata,f
37,2021/1/18,2021/1/24,2021/1/27,Sardegna,1185,-,-,0.81,0.76,0.87,f,bassa,bassa,1,bassa,f
37,2021/1/18,2021/1/24,2021/1/27,Sicilia,7766,-,-,0.98,0.95,1.02,f,bassa,bassa,1,bassa,f
37,2021/1/18,2021/1/24,2021/1/27,Toscana,3006,+,-,0.95,0.91,1,f,moderata,bassa,1,moderata,f
37,2021/1/18,2021/1/24,2021/1/27,Umbria,1740,+,+,0.96,0.9,1.02,f,moderata,bassa,1,alta,t
37,2021/1/18,2021/1/24,2021/1/27,Valle d'Aosta,96,-,-,0.82,0.67,0.98,f,bassa,alta,1,bassa,f
37,2021/1/18,2021/1/24,2021/1/27,Veneto,7658,-,-,0.61,0.6,0.62,f,bassa,bassa,1,bassa,f
38,2021/1/25,2021/1/31,2021/2/3,Abruzzo,2117,+,+,0.99,0.93,1.05,f,moderata,bassa,1,moderata,f
38,2021/1/25,2021/1/31,2021/2/3,Basilicata,321,-,-,0.63,0.48,0.8,f,bassa,bassa,1,bassa,f
38,2021/1/25,2021/1/31,2021/2/3,Calabria,1517,-,-,0.81,0.74,0.89,f,bassa,bassa,1,bassa,f
38,2021/1/25,2021/1/31,2021/2/3,Campania,7482,+,+,0.78,0.71,0.85,f,moderata,bassa,1,moderata,f
38,2021/1/25,2021/1/31,2021/2/3,Emilia-Romagna,7671,-,-,0.83,0.81,0.85,f,bassa,bassa,1,bassa,f
38,2021/1/25,2021/1/31,2021/2/3,Friulia Venezia Giulia,2689,-,-,1.03,0.99,1.08,f,bassa,alta,1,moderata,f
38,2021/1/25,2021/1/31,2021/2/3,Lazio,7127,-,-,0.8,0.77,0.82,f,bassa,alta,1,moderata,f
38,2021/1/25,2021/1/31,2021/2/3,Liguria,1932,+,+,0.95,0.89,1,f,moderata,bassa,1,moderata,f
38,2021/1/25,2021/1/31,2021/2/3,Lombardia,11258,-,+,0.94,0.89,0.98,f,moderata,bassa,1,moderata,f
38,2021/1/25,2021/1/31,2021/2/3,Marche,2346,-,-,0.95,0.86,1.05,f,bassa,alta,1,moderata,f
38,2021/1/25,2021/1/31,2021/2/3,Molise,497,+,+,0.9,0.65,1.19,f,moderata,bassa,1,moderata ad alto rischio di progressione,f
38,2021/1/25,2021/1/31,2021/2/3,Piemonte,5090,+,-,0.78,0.74,0.81,f,moderata,bassa,1,moderata,f
38,2021/1/25,2021/1/31,2021/2/3,Provincia Autonoma Bolzano / Bozen,3657,+,-,1.06,1,1.13,f,moderata,alta,2,alta,f
38,2021/1/25,2021/1/31,2021/2/3,Provincia Autonoma Trento,1316,+,+,0.61,0.55,0.67,f,moderata,moderata,1,moderata,f
38,2021/1/25,2021/1/31,2021/2/3,Puglia,6727,+,-,0.91,0.88,0.93,f,moderata,alta,1,alta,f
38,2021/1/25,2021/1/31,2021/2/3,Sardegna,935,-,-,0.75,0.69,0.81,f,bassa,bassa,1,bassa,f
38,2021/1/25,2021/1/31,2021/2/3,Sicilia,5257,-,-,0.73,0.7,0.75,f,bassa,bassa,1,bassa,f
38,2021/1/25,2021/1/31,2021/2/3,Toscana,3496,+,+,0.98,0.93,1.03,f,moderata,bassa,1,moderata,f
38,2021/1/25,2021/1/31,2021/2/3,Umbria,2102,+,+,1.18,1.11,1.25,f,moderata,alta,2,alta,t
38,2021/1/25,2021/1/31,2021/2/3,Valle d'Aosta,54,-,-,0.85,0.67,1.03,f,bassa,bassa,1,bassa,f
38,2021/1/25,2021/1/31,2021/2/3,Veneto,5518,-,-,0.63,0.61,0.65,f,bassa,bassa,1,bassa,f
39,2021/2/1,2021/2/7,2021/2/10,Abruzzo,2593,+,+,1.22,1.16,1.28,f,moderata,bassa,2,moderata ad alto rischio di progressione,f
39,2021/2/1,2021/2/7,2021/2/10,Basilicata,446,+,+,1.2,0.98,1.44,f,moderata,bassa,1,moderata,f
39,2021/2/1,2021/2/7,2021/2/10,Calabria,1190,-,-,0.81,0.73,0.91,f,bassa,bassa,1,bassa,f
39,2021/2/1,2021/2/7,2021/2/10,Campania,9181,+,+,0.8,0.73,0.88,f,moderata,bassa,1,moderata,f
39,2021/2/1,2021/2/7,2021/2/10,Emilia-Romagna,8152,+,-,0.94,0.91,0.96,f,moderata,bassa,1,moderata,f
39,2021/2/1,2021/2/7,2021/2/10,Friulia Venezia Giulia,2232,-,-,0.98,0.94,1.03,f,bassa,alta,1,"moderata ad alto rischio di progressione ",f
39,2021/2/1,2021/2/7,2021/2/10,Lazio,7052,-,-,0.96,0.93,0.99,f,bassa,bassa,1,bassa,f
39,2021/2/1,2021/2/7,2021/2/10,Liguria,2128,+,-,1.08,1.02,1.13,f,moderata,bassa,2,moderata,f
39,2021/2/1,2021/2/7,2021/2/10,Lombardia,10556,-,-,0.97,0.94,1.01,f,bassa,bassa,1,bassa,f
39,2021/2/1,2021/2/7,2021/2/10,Marche,2336,-,-,0.94,0.86,1.04,f,bassa,alta,1,moderata,f
39,2021/2/1,2021/2/7,2021/2/10,Molise,525,+,-,1.09,0.79,1.41,f,moderata,bassa,1,moderata ad alto rischio di progressione,f
39,2021/2/1,2021/2/7,2021/2/10,Piemonte,5046,-,+,0.93,0.9,0.97,f,bassa,bassa,1,bassa,f
39,2021/2/1,2021/2/7,2021/2/10,Provincia Autonoma Bolzano / Bozen,4102,+,-,1.25,1.2,1.3,f,moderata,alta,2,alta,f
39,2021/2/1,2021/2/7,2021/2/10,Provincia Autonoma Trento,1390,+,=,1.2,1.12,1.28,f,moderata,moderata,2,moderata ad alto rischio di progressione,f
39,2021/2/1,2021/2/7,2021/2/10,Puglia,5962,-,-,1.05,1.01,1.09,f,bassa,bassa,2,bassa,f
39,2021/2/1,2021/2/7,2021/2/10,Sardegna,801,-,-,0.87,0.82,0.93,f,bassa,bassa,1,bassa,f
39,2021/2/1,2021/2/7,2021/2/10,Sicilia,4333,-,-,0.66,0.63,0.69,f,bassa,bassa,1,bassa,f
39,2021/2/1,2021/2/7,2021/2/10,Toscana,4285,+,+,1.1,1.06,1.16,f,moderata,bassa,2,moderata ad alto rischio di progressione,f
39,2021/2/1,2021/2/7,2021/2/10,Umbria,2465,+,+,1.2,1.13,1.26,f,moderata,alta,2,alta,t
39,2021/2/1,2021/2/7,2021/2/10,Valle d'Aosta,52,-,-,0.77,0.58,0.97,f,bassa,bassa,1,bassa,f
39,2021/2/1,2021/2/7,2021/2/10,Veneto,4575,-,-,0.71,0.68,0.74,f,bassa,bassa,1,bassa,f
40,2021/2/8,2021/2/14,2021/2/17,Abruzzo,2892,+,+,1.17,1.11,1.23,f,moderata,moderata,2,moderata ad alta probabilità di progressione,f
40,2021/2/8,2021/2/14,2021/2/17,Basilicata,569,+,+,1.03,0.82,1.27,f,moderata,bassa,1,moderata,f
40,2021/2/8,2021/2/14,2021/2/17,Calabria,1117,-,-,0.76,0.67,0.86,f,bassa,bassa,1,bassa,f
40,2021/2/8,2021/2/14,2021/2/17,Campania,9128,+,+,1.16,1.07,1.25,f,moderata,bassa,2,moderata,f
40,2021/2/8,2021/2/14,2021/2/17,Emilia-Romagna,8592,+,+,1.06,1.03,1.1,f,moderata,bassa,2,moderata ad alta probabilità di progressione,f
40,2021/2/8,2021/2/14,2021/2/17,Friulia Venezia Giulia,1776,-,-,0.8,0.76,0.84,f,bassa,alta,1,moderata,f
40,2021/2/8,2021/2/14,2021/2/17,Lazio,6376,-,-,0.95,0.92,0.98,f,bassa,bassa,1,bassa,f
40,2021/2/8,2021/2/14,2021/2/17,Liguria,2010,-,-,1.08,1.02,1.13,f,bassa,bassa,2,bassa,f
40,2021/2/8,2021/2/14,2021/2/17,Lombardia,13575,+,-,0.95,0.93,0.96,f,moderata,bassa,1,moderata,f
40,2021/2/8,2021/2/14,2021/2/17,Marche,2408,-,-,0.91,0.81,1.01,f,bassa,alta,1,moderata ad alta probabilità di progressione,f
40,2021/2/8,2021/2/14,2021/2/17,Molise,563,+,+,1.4,1.03,1.83,f,moderata,bassa,2,bassa,f
40,2021/2/8,2021/2/14,2021/2/17,Piemonte,4937,-,-,0.96,0.92,1,f,bassa,bassa,1,moderata ad alta probabilità di progressione,f
40,2021/2/8,2021/2/14,2021/2/17,Provincia Autonoma Bolzano / Bozen,3923,-,-,1.16,1.12,1.2,f,bassa,alta,2,bassa,f
40,2021/2/8,2021/2/14,2021/2/17,Provincia Autonoma Trento,1389,-,-,1.23,1.16,1.3,f,moderata,bassa,2,moderata ad alta probabilità di progressione,f
40,2021/2/8,2021/2/14,2021/2/17,Puglia,5850,-,-,1,0.97,1.04,f,bassa,bassa,1,moderata ad alta probabilità di progressione,f
40,2021/2/8,2021/2/14,2021/2/17,Sardegna,624,-,-,0.77,0.71,0.84,f,bassa,bassa,1,bassa ad alta probabilità di progressione,f
40,2021/2/8,2021/2/14,2021/2/17,Sicilia,3364,-,-,0.73,0.7,0.76,f,bassa,bassa,1,bassa,f
40,2021/2/8,2021/2/14,2021/2/17,Toscana,4627,+,+,1.2,1.15,1.25,f,moderata,bassa,2,bassa,f
40,2021/2/8,2021/2/14,2021/2/17,Umbria,2411,-,+,1.17,1.12,1.22,f,moderata,alta,2,moderata,t
40,2021/2/8,2021/2/14,2021/2/17,Valle d'Aosta,63,+,+,0.92,0.69,1.18,f,moderata,bassa,1,alta,f
